"Ju CKD"
"Over-expression in Diabetic Nephropathy vs. Healthy Living Donor"
"Gene Rank","Gene Name","Gene Symbol","Reporter ID","t-Test","P-value","Q-value","Fold Change"
"218","transmembrane protease, serine 3","TMPRSS3","64699","5.2319326","1.9597749470100888E-5","0.0015756410778094416","1.3918971"
"219","homeobox B6","HOXB6","3216","5.4705796","1.9609130462019187E-5","0.0015693572128210515","1.5452422"
"220","EMG1 nucleolar protein homolog (S. cerevisiae)","EMG1","10436","5.1524687","1.9689099973997228E-5","0.00156859479656477","1.2765208"
"221","tumor necrosis factor receptor superfamily, member 10b","TNFRSF10B","8795","5.6420393","1.9751649081083533E-5","0.0015664577078920864","1.4605883"
"222","lysyl oxidase-like 2","LOXL2","4017","5.3464103","1.9786177375455222E-5","0.0015621276164847011","1.3793951"
"223","chemokine (C-C motif) ligand 5","CCL5","6352","5.7605567","2.0304055046350196E-5","0.0015958258869837663","2.3406396"
"224","T cell receptor delta constant","TRDC","28526","6.106991","2.044766138294746E-5","0.0015999382190130362","1.5013348"
"225","ATP-binding cassette, sub-family A (ABC1), member 7","ABCA7","10347","5.214795","2.048268738401218E-5","0.0015955558301314731","1.2516403"
"226","DEAD (Asp-Glu-Ala-Asp) box polypeptide 41","DDX41","51428","5.1414027","2.0816171268159023E-5","0.001614358556712492","1.3035295"
"227","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","SEMA4C","54910","5.609535","2.2087535471926596E-5","0.0017054107234205174","1.4996473"
"228","cytokine receptor-like factor 3","CRLF3","51379","5.3075495","2.2373556263546643E-5","0.0017199180729437808","1.3970231"
"229","calcium channel, voltage-dependent, beta 3 subunit","CACNB3","784","5.127658","2.2853475968120494E-5","0.001749139184686672","1.2107059"
"230","HSPB (heat shock 27kDa) associated protein 1","HSPBAP1","79663","5.1413503","2.2895986049338965E-5","0.0017447736847250612","1.3939985"
"231","peroxisome proliferator-activated receptor gamma, coactivator-related 1","PPRC1","23082","5.109567","2.2941228352581428E-5","0.0017406532871675094","1.416105"
"232","small cell adhesion glycoprotein","SMAGP","57228","5.868185","2.3186705929682566E-5","0.0017516956673687342","1.6915138"
"233","ribonuclease H2, subunit A","RNASEH2A","10535","6.015212","2.327656067026581E-5","0.0017509368191748879","1.4638277"
"234","SFT2 domain containing 2","SFT2D2","375035","4.9859767","2.330902224011251E-5","0.0017458856102668886","1.2497634"
"235","dickkopf homolog 3 (Xenopus laevis)","DKK3","27122","5.364253","2.3324142944529246E-5","0.001739584056973464","2.7594485"
"236","mediator complex subunit 28","MED28","80306","5.4405127","2.3325803888025436E-5","0.0017323362912941601","1.3247014"
"237","pantothenate kinase 2","PANK2","80025","5.414672","2.338726059832244E-5","0.00172957179960674","1.3079485"
"238","caspase 4, apoptosis-related cysteine peptidase","CASP4","837","5.6172457","2.3480894149761877E-5","0.0017292001334574638","1.576947"
"239","CD14 molecule","CD14","929","5.955244","2.4497132039716013E-5","0.0017964905157326467","3.4937499"
"240","peripheral myelin protein 22","PMP22","5376","5.763907","2.489968690607405E-5","0.0018184033850114994","1.9421436"
"241","interferon regulatory factor 1","IRF1","3659","5.2367187","2.514277013854874E-5","0.0018285366482088954","1.7361125"
"242","pleckstrin homology domain containing, family O member 2","PLEKHO2","80301","5.6773634","2.530279620036186E-5","0.0018325706983625715","1.5870342"
"243","chromosome 17 open reading frame 62","C17orf62","79415","5.076842","2.5601690374209058E-5","0.0018465877662088978","1.4216657"
"244","mitochondrial transcription termination factor","MTERF","7978","4.964211","2.5621946211380926E-5","0.0018404748001921046","1.2803806"
"245","serglycin","SRGN","5552","4.709897","2.5896478046434636E-5","0.0018526023294688158","1.5363791"
"246","TNF receptor-associated factor 1","TRAF1","7185","5.241087","2.6656956084583113E-5","0.0018992539402214968","1.2512759"
"247","interferon-induced protein 44","IFI44","10561","4.674781","2.738678159593346E-5","0.0019433527167284444","1.7108082"
"248","actinin, alpha 1","ACTN1","87","5.7922444","2.747041724488353E-5","0.0019414274316575549","2.3491468"
"249","kinesin family member C3","KIFC3","3801","4.764063","2.7555173660294996E-5","0.001939596500979881","1.2629652"
"250","proline rich 5 like","PRR5L","79899","5.6126614","2.834260620030859E-5","0.0019870434354912346","1.4610611"
"251","tyrosylprotein sulfotransferase 1","TPST1","8460","5.16095","2.8371549958723167E-5","0.001981148032376657","1.406341"
"252","tubulin, alpha 1a","TUBA1A","7846","5.3204603","2.9308381289402386E-5","0.002038444439918078","1.5750208"
"253","c-src tyrosine kinase","CSK","1445","5.5271616","2.9933895231885906E-5","0.0020737208764002543","1.4155692"
"254","runt-related transcription factor 3","RUNX3","864","5.9432516","3.021596570816984E-5","0.0020850205943586326","1.4914618"
"255","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11","MLLT11","10962","5.8417683","3.047244203920703E-5","0.0020944725161614964","2.2396545"
"256","chemokine (C-C motif) receptor 1","CCR1","1230","5.978813","3.06540907156359E-5","0.0020987275311443376","2.3350313"
"257","zinc finger protein 586","ZNF586","54807","5.00866","3.08455622666192E-5","0.0021036193379262054","1.318529"
"258","cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant","CSTF2T","23283","5.430255","3.1203279564391025E-5","0.002119766980329773","1.4063214"
"259","S100 calcium binding protein A11","S100A11","6282","5.333602","3.1544087259152874E-5","0.002134645626992944","1.4782808"
"260","chromosome 20 open reading frame 24","C20orf24","55969","5.0890794","3.157526353449975E-5","0.0021285370921891433","1.2894647"
"261","CD44 molecule (Indian blood group)","CD44","960","6.1027236","3.2195324135039765E-5","0.0021620208663403907","2.5141225"
"262","E74-like factor 4 (ets domain transcription factor)","ELF4","2000","5.1614","3.240100950578503E-5","0.0021675286015568483","1.3580056"
"263","UBX domain protein 8","UBXN8","7993","5.430066","3.247505052249331E-5","0.00216422133272905","1.2544459"
"264","bystin-like","BYSL","705","4.9426265","3.448165050229903E-5","0.002289242001340133","1.3543942"
"265","hematopoietically expressed homeobox","HHEX","3087","5.1168394","3.4693454368953386E-5","0.002294611980093004","1.9600766"
"266","ribosomal protein L39-like","RPL39L","116832","4.8820276","3.471202251901973E-5","0.002287209092822778","1.3893118"
"267","roundabout, axon guidance receptor, homolog 3 (Drosophila)","ROBO3","64221","4.6070027","3.5000014702181045E-5","0.0022975477815922363","1.2171359"
"268","dedicator of cytokinesis 2","DOCK2","1794","5.7566447","3.5294022829686415E-5","0.0023082027542384843","2.6781974"
"269","MICAL-like 2","MICALL2","79778","5.727636","3.543054219861211E-5","0.002308517149126671","2.1321094"
"270","interferon, gamma-inducible protein 16","IFI16","3428","5.185309","3.5510837366484065E-5","0.002305179431564319","1.6363139"
"271","NOP2 nucleolar protein homolog (yeast)","NOP2","4839","5.600976","3.562511512616788E-5","0.0023040641801341123","1.4903613"
"272","sideroflexin 3","SFXN3","81855","5.280424","3.5654431581678714E-5","0.0022974824350444224","1.4022262"
"273","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2","LILRB2","10288","5.5538673","3.716833916989929E-5","0.0023862618338125452","1.8105236"
"274","toll-like receptor 2","TLR2","7097","5.2644825","3.7766920695511E-5","0.0024158424052197858","2.1421974"
"275","cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)","CDKN2C","1031","5.2878294","3.781611066800181E-5","0.002410192624283883","1.4170153"
"276","syndecan binding protein (syntenin)","SDCBP","6386","4.7533283","3.8215989198828114E-5","0.0024268537778545664","1.2349523"
"277","protein C receptor, endothelial","PROCR","10544","4.9344797","3.837762892561236E-5","0.0024283202244736748","1.4649838"
"278","lymphocyte cytosolic protein 1 (L-plastin)","LCP1","3936","4.955004","3.933730286174624E-5","0.002480089594452613","1.9847906"
"279","5'-nucleotidase, ecto (CD73)","NT5E","4907","4.902073","4.042609872924561E-5","0.002539599399381677","2.5625358"
"280","glutathione peroxidase 1","GPX1","2876","5.043836","4.050010977392852E-5","0.002535162228598733","1.7314763"
"281","mitogen-activated protein kinase kinase kinase kinase 4","MAP4K4","9448","5.158467","4.0537387271725276E-5","0.0025284654331371136","1.5686294"
"282","ecotropic viral integration site 2B","EVI2B","2124","4.9836054","4.256822751083904E-5","0.002645721005611617","2.5818472"
"283","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1","GNAI1","2770","4.9743557","4.276768477119083E-5","0.0026487251271542812","1.5151942"
"284","galactosidase, beta 1","GLB1","2720","5.027321","4.405033466647338E-5","0.0027185570975326724","1.3194201"
"285","KIAA1704","KIAA1704","55425","4.9693966","4.797971134008281E-5","0.002950668072482917","1.2911029"
"286","tubulin, beta 3","TUBB3","10381","5.324586","4.883695517165731E-5","0.002992885710816915","1.4421272"
"287","cyclin D2","CCND2","894","5.3842754","4.9296274717976575E-5","0.003010508038264723","1.5669508"
"288","ADP-ribosylation factor-like 4C","ARL4C","10123","5.519902","4.9439935510247894E-5","0.003008797741972621","2.6416817"
"289","BCL2-related protein A1","BCL2A1","597","4.461937","4.998835498198452E-5","0.0030316467050838848","1.5117949"
"290","asialoglycoprotein receptor 1","ASGR1","432","5.036753","5.055583925047841E-5","0.003055490326010811","1.3413876"
"291","LUC7-like (S. cerevisiae)","LUC7L","55692","4.8471518","5.065578594849852E-5","0.003051010172918672","1.3063378"
"292","brain abundant, membrane attached signal protein 1","BASP1","10409","4.567304","5.077249353111974E-5","0.0030475667606847112","2.0919547"
"293","ecotropic viral integration site 2A","EVI2A","2123","5.2954297","5.084893720828976E-5","0.003041738301876091","3.0212402"
"294","egf-like module containing, mucin-like, hormone receptor-like 2","EMR2","30817","4.6263437","5.11317926014801E-5","0.003048254860292999","1.2301241"
"295","laminin, gamma 1 (formerly LAMB2)","LAMC1","3915","5.5604205","5.129702135779852E-5","0.003047738621485202","1.4763452"
"296","RAS-like, family 12","RASL12","51285","4.740113","5.2101685835635484E-5","0.0030850886744634566","1.4680856"
"297","phosphatidic acid phosphatase type 2C","PPAP2C","8612","5.386898","5.305076276109339E-5","0.003130709491291865","1.6577212"
"298","X-prolyl aminopeptidase (aminopeptidase P) 1, soluble","XPNPEP1","7511","5.295433","5.38970046166573E-5","0.003169975838644807","1.2302407"
"299","tumor protein p53","TP53","7157","4.637019","5.402209501230622E-5","0.003166706552778231","1.2581223"
"300","regulator of G-protein signaling 4","RGS4","5999","5.673535","5.4576620134882004E-5","0.003188548070346923","2.2499669"
"301","glycosyltransferase 8 domain containing 2","GLT8D2","83468","4.7380795","5.500453472638299E-5","0.0032028720270741353","1.6400946"
"302","T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3","TCIRG1","10312","4.913468","5.5024618620248154E-5","0.003193432087937382","1.816991"
"303","HOP homeobox","HOPX","84525","4.904546","5.5127667861708546E-5","0.003188853579578105","2.2866366"
"304","complement component 1, q subcomponent, A chain","C1QA","712","5.541681","5.634783440605439E-5","0.0032487121501148532","5.9795594"
"305","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)","PSME2","5721","4.9543724","5.787280185056592E-5","0.0033256937640487503","1.5238472"
"306","complement component 1, r subcomponent","C1R","715","5.367058","5.7881589669266124E-5","0.0033153288305007426","1.6605861"
"307","SH3 domain binding glutamic acid-rich protein like 3","SH3BGRL3","83442","5.5938077","5.879219535255696E-5","0.0033565172897207355","1.6807232"
"308","spondin 2, extracellular matrix protein","SPON2","10417","5.0911736","5.928931912960416E-5","0.0033739087544953643","2.4151301"
"309","chromosome 15 open reading frame 39","C15orf39","56905","5.1908092","6.0124853880353627E-5","0.003410382893077534","1.3011501"
"310","thrombomodulin","THBD","7056","5.1145005","6.047715892205682E-5","0.003419300530409322","2.2479646"
"311","doublecortin-like kinase 1","DCLK1","9201","5.368778","6.116406635109725E-5","0.0034470179772851496","1.9772474"
"312","chromosome 11 open reading frame 10","C11orf10","746","4.83589","6.123831340531194E-5","0.0034401407662016104","1.3480586"
"313","GDP-mannose pyrophosphorylase B","GMPPB","29925","5.0931444","6.128145860867205E-5","0.003431565894677939","1.3829321"
"314","tubulin, alpha 1b","TUBA1B","10376","4.5427036","6.34941297327088E-5","0.0035441452605897675","1.2571857"
"315","exostosin 1","EXT1","2131","5.0969315","6.499486316492328E-5","0.003616396719655906","1.5205468"
"316","secreted and transmembrane 1","SECTM1","6398","4.949787","6.585984155125205E-5","0.0036529286166734004","1.3528085"
"317","acylphosphatase 1, erythrocyte (common) type","ACYP1","97","4.86774","6.606001139145229E-5","0.003652472617217616","1.321422"
"318","solute carrier family 27 (fatty acid transporter), member 3","SLC27A3","11000","4.9164953","6.607020716623298E-5","0.0036415488081841677","1.5652664"
"319","CD244 molecule, natural killer cell receptor 2B4","CD244","51744","4.905545","6.641738452984073E-5","0.003649208459732033","1.2655848"
"320","membrane-spanning 4-domains, subfamily A, member 6A","MS4A6A","64231","5.5976725","6.660969675270332E-5","0.003648337984326972","3.8020465"
"321","peptidylprolyl isomerase B (cyclophilin B)","PPIB","5479","4.6945057","6.685723324757727E-5","0.003650488246511797","1.5059364"
"322","chromosome 9 open reading frame 16","C9orf16","79095","5.1954093","6.928251153901414E-5","0.003771163291131369","1.5921977"
"323","BH3 interacting domain death agonist","BID","637","5.16205","6.930742147548467E-5","0.0037608395548012997","1.5644313"
"324","timeless homolog (Drosophila)","TIMELESS","8914","5.1408606","7.006104995742491E-5","0.0037900000697647725","1.4878887"
"325","ras homolog gene family, member G (rho G)","RHOG","391","5.2359505","7.011844938920403E-5","0.0037814340382910125","1.3965694"
"326","linker for activation of T cells family, member 2","LAT2","7462","5.04713","7.032126169148171E-5","0.003780738508179754","1.7399993"
"327","signal sequence receptor, beta (translocon-associated protein beta)","SSR2","6746","4.6307073","7.074099630957838E-5","0.0037916741355289918","1.2302982"
"328","MAP7 domain containing 1","MAP7D1","55700","4.569102","7.191828603086472E-5","0.0038430237782407497","1.3796072"
"329","leupaxin","LPXN","9404","5.4910593","7.203915699793508E-5","0.003837782081163551","1.7401402"
"330","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","ST3GAL5","8869","4.729022","7.275265146476198E-5","0.003864047643099646","1.5189852"
"331","four and a half LIM domains 2","FHL2","2274","4.7448535","7.34823496024002E-5","0.003891012512028001","2.076129"
"332","karyopherin alpha 2 (RAG cohort 1, importin alpha 1)","KPNA2","3838","5.3824825","7.356986955139657E-5","0.003883912962732915","2.2063556"
"333","four and a half LIM domains 5","FHL5","9457","4.743545","7.547190374207745E-5","0.003972360531193368","1.4261793"
"334","Bruton agammaglobulinemia tyrosine kinase","BTK","695","5.2562323","7.64893096525578E-5","0.004013856677486169","1.6201878"
"335","myristoylated alanine-rich protein kinase C substrate","MARCKS","4082","5.022766","7.79766070666428E-5","0.004079689528528503","1.9323385"
"336","asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)","ALG9","79796","4.471796","7.817593360931982E-5","0.004077945203483775","1.2299716"
"337","GM2 ganglioside activator","GM2A","2760","4.624421","7.83097169885168E-5","0.004072802402545204","1.1912807"
"338","formyl peptide receptor 3","FPR3","2359","5.343644","7.837067375746866E-5","0.004063913606352524","1.9955151"
"339","epithelial membrane protein 1","EMP1","2012","4.349182","7.864625280007519E-5","0.0040661736661561","1.9817355"
"340","polymerase I and transcript release factor","PTRF","284119","4.677502","7.904254170107475E-5","0.0040746430246904036","1.2326787"
"341","GLI pathogenesis-related 1","GLIPR1","11010","5.27559","7.912639044202982E-5","0.0040670036518400485","3.089128"
"342","CD1d molecule","CD1D","912","5.1775675","7.925946071546938E-5","0.004061931485263251","1.4499389"
"343","SAM and SH3 domain containing 3","SASH3","54440","4.770954","7.980524630921838E-5","0.004077978285894084","1.7001665"
"344","uncoupling protein 2 (mitochondrial, proton carrier)","UCP2","7351","5.395482","8.022034987399905E-5","0.00408727346581855","2.6337757"
