	H5Tub.HGU133A.Stanford373.Stanford373	H5Tub.HGU133A.Stanford374.Stanford374	H5Tub.HGU133A.Stanford375.Stanford375	H5Tub.HGU133A.Stanford378.Stanford378	H7Tub.HGU133Plus2.Stanford1164.Stanford1164	H7Tub.HGU133Plus2.Stanford1165.Stanford1165	H7Tub.HGU133Plus2.Stanford1166.Stanford1166	H7Tub.HGU133Plus2.Stanford1168.Stanford1168	H7Tub.HGU133Plus2.Stanford1169.Stanford1169	H7Tub.HGU133Plus2.Stanford1170.Stanford1170	H7Tub.HGU133Plus2.Stanford1171.Stanford1171	H7Tub.HGU133Plus2.Stanford1172.Stanford1172	H7Tub.HGU133Plus2.Stanford1173.Stanford1173	H7Tub.HGU133Plus2.Stanford1174.Stanford1174	H7Tub.HGU133Plus2.Stanford1175.Stanford1175	H7Tub.HGU133Plus2.Stanford1177.Stanford1177	H7Tub.HGU133Plus2.Stanford1178.Stanford1178	H7Tub.HGU133Plus2.Stanford1179.Stanford1179	H7Tub.HGU133Plus2.Stanford1180.Stanford1180	H7Tub.HGU133Plus2.Stanford1182.Stanford1182	H7Tub.HGU133Plus2.Stanford1183.Stanford1183	H7Tub.HGU133Plus2.Stanford1184.Stanford1184	H8Tub-HGU133Plus2-LD_Stanford1296-LD_Stanford1296_30_25	H8Tub-HGU133Plus2-LD_Stanford1298-LD_Stanford1298_30_103	H8Tub-HGU133Plus2-LD_Stanford1299-LD_Stanford1299_30_109	H8Tub-HGU133Plus2-LD_Stanford1301-LD_Stanford1301_30_131	H8Tub-HGU133Plus2-LD_Stanford1302-LD_Stanford1302_30_138	H8Tub-HGU133Plus2-LD_Stanford1303-LD_Stanford1303_30_142	H8Tub-HGU133Plus2-LD_Stanford1304-LD_Stanford1304_30_146	H8Tub-HGU133Plus2-LD_Stanford1305-LD_Stanford1305_30_147	H8Tub-HGU133Plus2-LD_Stanford1306-LD_Stanford1306_30_150	H1Tub.HGU133A.DNNULL.DN1	H1Tub.HGU133A.DNNULL.DN10	H1Tub.HGU133A.DNNULL.DN11	H1Tub.HGU133A.DNNULL.DN2	H1Tub.HGU133A.DNNULL.DN3	H1Tub.HGU133A.DNNULL.DN5	H1Tub.HGU133A.DNNULL.DN6	H1Tub.HGU133A.DNNULL.DN7	H1Tub.HGU133A.DNNULL.DN8	H1Tub.HGU133A.DNNULL.DN9	H7Tub.HGU133Plus2.DN1101.DN1101	H7Tub.HGU133Plus2.DN1108.DN1108	H7Tub.HGU133Plus2.DN1110.DN1110	H7Tub.HGU133Plus2.DN1114.DN1114	H7Tub.HGU133Plus2.DN1132.DN1132	H7Tub.HGU133Plus2.DN1133.DN1133	H7Tub.HGU133Plus2.DN1139.DN1139
IFNAR2 	-0.55049	-0.42593	-0.60372	-0.57787	-0.41293	-0.58622	-0.66981	-0.6316	-0.66805	-0.69663	-0.67213	-0.72265	-0.62404	-0.55045	-0.57935	-0.49401	-0.52994	-0.51627	-0.64597	-0.65054	-0.68724	-0.58519	-0.37306	-0.40897	-0.46744	-0.56137	-0.30345	-0.65654	-0.57408	-0.72951	-0.8477	-0.46868	-0.40963	-0.45952	-0.42764	-0.30126	-0.35691	-0.36654	-0.52808	-0.30262	-0.41154	-0.38051	-0.23025	-0.21626	-0.51669	-0.26655	0.29559	-0.05976
PLSCR1 	1.99215	1.95428	2.10037	1.31384	1.44431	2.95569	2.20182	2.31169	2.08417	2.06778	2.49888	2.47967	1.8123	2.31949	2.15101	2.40769	1.93631	2.54217	2.28114	2.01188	2.33895	2.23418	3.34551	3.58651	2.41028	2.77881	3.57715	2.49036	2.62407	2.48761	2.72606	2.27505	3.54846	3.1233	2.7525	3.15931	3.08615	3.52782	2.19243	3.09504	4.04551	3.22721	2.8159	3.81936	2.60206	2.52658	3.70735	3.6067
HHEX 	-2.03731	-2.21964	-2.21228	-2.01804	-2.23296	-2.04915	-2.15512	-2.24682	-2.35977	-2.25661	-2.35044	-2.21821	-2.37789	-2.26013	-2.38882	-2.37735	-2.2484	-2.1622	-2.34792	-2.36651	-2.1925	-2.00126	-1.76414	-1.36926	-1.84328	-2.40489	-2.56182	-2.35933	-2.42159	-2.61273	-2.21285	-1.90039	-1.37475	-2.17088	-1.84823	-1.01222	-1.8948	-1.40858	-1.99555	-1.89987	-1.59675	-1.97252	-2.05448	-0.94633	-1.76312	-2.2171	-1.60938	-1.20625
RPIA 	0.80908	0.75147	0.77209	0.40838	0.36283	0.60707	0.60332	0.62146	0.43811	0.34134	0.89662	0.61615	0.55303	0.75656	0.53885	0.81678	0.7029	0.96106	0.56561	0.92029	0.4734	0.74262	0.91976	0.83627	0.92886	0.39694	0.71751	0.32377	0.66507	0.57574	0.5129	0.84648	0.90085	1.03547	0.77796	1.41455	1.33908	1.32743	0.87729	0.98479	0.87697	0.91476	0.77126	1.14906	0.85284	0.47619	0.85151	1.0994
FLJ10357 	0.24102	0.1033	0.39518	0.06697	-0.04924	0.55145	0.0139	0.14065	0.0555	0.2	0.33104	0.24509	0.22912	0.2867	-0.0609	0.04973	0.22658	0.4075	0.30754	0.04688	0.22891	0.15342	0.60796	0.4933	0.55161	0.68627	0.31965	0.21342	0.1503	0.52944	0.46842	0.23886	0.54925	0.54612	0.55384	0.72772	0.88795	0.54663	0.28426	0.36453	0.51126	0.56436	0.76415	1.04283	0.28844	0.44856	1.01855	0.80606
PDCL 	-0.09156	-0.03905	0.03042	-0.00155	-0.43947	0.1536	0.06216	-0.01943	0.06379	0.1205	-0.01619	0.00566	0.03749	0.25811	0.0609	0.16556	0.00606	0.2198	0.13843	0.1085	0.15014	-0.09031	0.16739	0.01691	0.22785	0.10657	0.04337	0.14045	0.38004	0.15395	-0.30159	0.18274	0.22164	0.41355	0.19271	0.30816	0.37385	0.28753	0	0.01527	0.47426	0.33084	0.24006	0.46629	0.15098	0.31254	0.2106	0.17852
ITPR3 	-0.46283	-0.28585	-0.36147	-0.4037	-0.30199	-0.37133	-0.43632	-0.52855	-0.54094	-0.51239	-0.33097	-0.26753	-0.5239	-0.50897	-0.2719	-0.43524	-0.2587	-0.3859	-0.43004	-0.62029	-0.34278	-0.46873	-0.17263	-0.65361	-0.45523	0.20519	-0.03146	-0.30524	-0.62831	-0.21746	-0.09889	-0.49303	0.04248	0.01378	-0.4464	0.22136	-0.1058	0.00783	-0.16199	-0.22956	0.19461	-0.22851	-0.09898	-0.01734	-0.2389	-0.13079	0.249	0.07609
ARL6IP5 	3.40821	2.88553	3.28421	2.91169	2.60538	3.66186	3.02129	3.79901	3.0414	3.61093	3.46251	3.45059	2.73823	3.52749	3.34286	2.7715	3.48839	3.40367	3.07316	3.31962	3.36847	3.54657	3.14078	3.22862	4.03554	3.51191	3.01228	3.91914	3.53329	4.16506	3.20772	3.18035	4.31097	3.56008	3.93559	3.82276	3.93867	3.73485	3.5072	3.80253	4.08792	3.67671	3.83439	4.2371	3.3096	3.53406	4.08627	4.2395
ANXA1 	-0.39419	-0.06996	0.81523	-0.38723	-0.33446	1.02148	-0.00117	0.95964	0.57287	0.25191	1.17472	1.14243	0.05126	-0.07056	0.5565	1.00156	-0.12097	0.68578	0.88261	-0.59549	0.69851	0.48063	1.06742	1.91873	0.84775	1.01552	1.99301	0.10257	2.02689	0.08887	1.20224	0.6313	3.25859	1.38965	1.26774	3.47785	1.7991	3.40485	0.76964	1.01584	2.44783	1.73593	1.6494	3.07735	0.98098	0.81204	1.99218	2.73602
LAMC1 	1.62474	1.64324	1.62856	1.2381	0.90283	1.89963	1.62842	1.55688	1.37161	1.52317	1.55589	1.74847	1.58568	1.64292	1.75017	1.32526	1.66307	1.48319	1.63499	1.36818	1.66198	1.53763	1.67819	2.18748	1.75382	1.71025	1.51001	1.58029	1.53156	1.85764	1.92125	1.73759	2.34512	1.98565	1.89512	1.89759	2.07163	2.54052	1.70343	1.89428	2.99542	2.03423	1.9839	2.30554	1.71061	1.69435	1.95357	2.17844
RAP2B 	-0.58367	-0.67222	-0.36533	-0.57312	-0.74048	-0.59997	-0.62711	-0.69032	-0.58619	-0.65672	-0.70658	-0.60514	-0.69164	-0.64247	-0.64479	-0.3916	-0.68738	-0.63884	-0.6319	-0.56743	-0.68051	-0.69214	-0.50368	-0.73302	-0.46942	-0.5755	-0.48498	-0.45437	-0.44893	-0.14006	-0.33242	-0.56807	0.13362	-0.28552	-0.30932	0.26798	-0.33816	0.08306	-0.45939	-0.27814	-0.33239	-0.24375	-0.44698	0.09152	-0.47485	-0.56738	0.22827	-0.09499
C3orf14 	1.39262	1.35451	1.40934	1.30555	0.4812	1.03556	1.16002	0.88007	1.38782	1.52579	1.35581	1.0922	1.73456	1.21148	1.47822	1.36241	1.23097	1.56967	1.36558	1.59682	1.22688	1.46876	1.74823	1.94891	1.6165	1.12677	2.04995	1.70141	1.55545	1.11072	1.08506	1.62543	1.68241	2.18099	1.64432	1.61579	2.05341	2.17521	1.35512	1.74423	1.63439	2.15533	1.79708	1.35698	1.69398	1.89801	1.78609	1.49076
PLK2 	-1.63344	-1.76019	-1.70227	-1.76888	-2.63271	-1.22556	-2.56478	-1.75763	-2.08119	-2.06267	-1.85938	-1.74166	-1.60534	-1.78752	-2.26028	-1.87459	-1.88015	-1.7454	-1.71481	-2.03529	-2.01251	-1.81659	-2.05623	-0.44626	-1.1851	-1.42272	-0.84719	-1.67969	-1.55559	-1.26038	-1.51355	-1.13953	-0.72728	0.22506	-1.37474	1.15207	-1.37223	0.93869	-1.33728	-1.36391	-0.75054	7.80E-04	-0.63685	0.41548	-1.1698	-1.61835	-1.12756	0.07096
TBL1XR1 	0.43595	0.41025	0.13399	-0.38013	-1.13467	0.54852	0.18409	0.44949	0.27422	0.08944	0.02047	0.24606	-0.13709	0.45127	-0.65538	0.05187	-0.01265	-0.2011	0.29692	-0.10125	-0.28608	-0.05853	0.3478	0.19774	0.22466	-0.06102	-0.45785	0.01619	0.1455	0.11162	-0.11339	0.43515	0.77274	-0.12779	0.3431	0.34436	0.42959	0.65545	0.19458	0.64463	0.57979	0.26829	0.59284	0.58352	0.23226	0.13578	0.38507	0.47033
